"","apt_juso..duplicated.apt_juso...."
"7840","제주특별자치도 서귀포시 대정읍 상모리 3736"
"7841","제주특별자치도 서귀포시 대정읍 상모리 3449-1"
"7842","제주특별자치도 서귀포시 대정읍 상모리 3419"
"7843","제주특별자치도 서귀포시 대정읍 상모리 3388"
"7844","제주특별자치도 서귀포시 대정읍 상모리 3149"
"7845","제주특별자치도 서귀포시 대정읍 상모리 1993"
"7846","제주특별자치도 서귀포시 대정읍 상모리 1593-1"
"7847","제주특별자치도 서귀포시 대정읍 상모리 2019-4"
"7848","제주특별자치도 서귀포시 대정읍 상모리 95-1"
"7849","제주특별자치도 서귀포시 대정읍 상모리 64-1"
"7850","제주특별자치도 서귀포시 대정읍 상모리 523-3"
"7851","제주특별자치도 서귀포시 대정읍 상모리 2097-3"
"7852","제주특별자치도 서귀포시 대정읍 상모리 1333-1"
"7853","제주특별자치도 서귀포시 대정읍 상모리 713"
"7854","제주특별자치도 서귀포시 대정읍 상모리 719-2"
"7855","제주특별자치도 서귀포시 대정읍 상모리 639-8"
"7856","제주특별자치도 서귀포시 대정읍 상모리 829-1"
"7857","제주특별자치도 서귀포시 대정읍 상모리 811-3"
"7858","제주특별자치도 서귀포시 대정읍 상모리 740"
"7859","제주특별자치도 서귀포시 대정읍 상모리 1174-27"
"7860","제주특별자치도 서귀포시 대정읍 상모리 2175-2"
"7861","제주특별자치도 서귀포시 대정읍 상모리 1309-1"
"7862","제주특별자치도 서귀포시 대정읍 상모리 2147"
"7863","제주특별자치도 서귀포시 대정읍 상모리 2693-28"
"7864","제주특별자치도 서귀포시 대정읍 상모리 2224-1"
"7865","제주특별자치도 서귀포시 대정읍 상모리 2262-51"
"7866","제주특별자치도 서귀포시 대정읍 상모리 1171-9"
"7867","제주특별자치도 서귀포시 대정읍 상모리 858"
"7868","제주특별자치도 서귀포시 대정읍 상모리 1135"
"7869","제주특별자치도 서귀포시 대정읍 상모리 1159"
"7870","제주특별자치도 서귀포시 대정읍 상모리 2285-3"
"7871","제주특별자치도 서귀포시 대정읍 상모리 1068-1"
"7872","제주특별자치도 서귀포시 대정읍 상모리 1018"
"7873","제주특별자치도 서귀포시 대정읍 상모리 1871-1"
"7874","제주특별자치도 서귀포시 대정읍 상모리 2979-3"
"7875","제주특별자치도 서귀포시 대정읍 상모리 1403-2"
"7876","제주특별자치도 서귀포시 대정읍 상모리 2264-9"
"7877","제주특별자치도 서귀포시 대정읍 상모리 2745-4"
"7878","제주특별자치도 서귀포시 대정읍 상모리 587"
"7879","제주특별자치도 서귀포시 대정읍 상모리 2487"
"7880","제주특별자치도 서귀포시 대정읍 상모리 1377"
"7881","제주특별자치도 서귀포시 대정읍 상모리 281"
"7882","제주특별자치도 서귀포시 대정읍 상모리 993"
"7883","제주특별자치도 서귀포시 대정읍 상모리 1646"
"7884","제주특별자치도 서귀포시 대정읍 상모리 3420"
"7885","제주특별자치도 서귀포시 대정읍 상모리 746"
"7886","제주특별자치도 서귀포시 대정읍 상모리 662-3"
"7887","제주특별자치도 서귀포시 대정읍 상모리 2356"
"7888","제주특별자치도 서귀포시 대정읍 상모리 104"
"7889","제주특별자치도 서귀포시 대정읍 상모리 1234-56"
"7890","제주특별자치도 서귀포시 대정읍 상모리 486"
"7891","제주특별자치도 서귀포시 대정읍 상모리 492"
"7892","제주특별자치도 서귀포시 대정읍 상모리 1571"
"7893","제주특별자치도 서귀포시 대정읍 상모리 2761-1"
"7894","제주특별자치도 서귀포시 대정읍 상모리 2409"
"7895","제주특별자치도 서귀포시 대정읍 상모리 1025"
"7896","제주특별자치도 서귀포시 대정읍 상모리 1019-1"
"7897","제주특별자치도 서귀포시 대정읍 상모리 2410"
"7898","제주특별자치도 서귀포시 대정읍 상모리 447-1"
"7899","제주특별자치도 서귀포시 대정읍 상모리 504"
"7900","제주특별자치도 서귀포시 대정읍 상모리 542"
"7901","제주특별자치도 서귀포시 대정읍 상모리 1484-2"
"7902","제주특별자치도 서귀포시 대정읍 상모리 2087"
"7903","제주특별자치도 서귀포시 대정읍 상모리 2052-1"
"7904","제주특별자치도 서귀포시 대정읍 상모리 983"
"7905","제주특별자치도 서귀포시 대정읍 상모리 984"
"7906","제주특별자치도 서귀포시 대정읍 상모리 3670-1"
"7907","제주특별자치도 서귀포시 대정읍 상모리 1476"
"7908","제주특별자치도 서귀포시 대정읍 상모리 505-3"
"7909","제주특별자치도 서귀포시 대정읍 상모리 2400-2"
"7910","제주특별자치도 서귀포시 대정읍 상모리 1652"
"7911","제주특별자치도 서귀포시 대정읍 상모리 438-1"
"7912","제주특별자치도 서귀포시 대정읍 상모리 1136"
"7913","제주특별자치도 서귀포시 대정읍 상모리 2522-1"
"7914","제주특별자치도 서귀포시 대정읍 상모리 2522-2"
"7915","제주특별자치도 서귀포시 대정읍 하모리 1702-1"
"7916","제주특별자치도 서귀포시 대정읍 하모리 267-2"
"7917","제주특별자치도 서귀포시 대정읍 하모리 1623"
"7918","제주특별자치도 서귀포시 대정읍 하모리 1688"
"7919","제주특별자치도 서귀포시 대정읍 하모리 330-3"
"7920","제주특별자치도 서귀포시 대정읍 하모리 1950"
"7921","제주특별자치도 서귀포시 대정읍 하모리 1791"
"7922","제주특별자치도 서귀포시 대정읍 하모리 1795-1"
"7923","제주특별자치도 서귀포시 대정읍 하모리 300-1"
"7924","제주특별자치도 서귀포시 대정읍 하모리 289-1"
"7925","제주특별자치도 서귀포시 대정읍 하모리 736-1"
"7926","제주특별자치도 서귀포시 대정읍 하모리 1085"
"7927","제주특별자치도 서귀포시 대정읍 하모리 1338-1"
"7928","제주특별자치도 서귀포시 대정읍 하모리 283-1"
"7929","제주특별자치도 서귀포시 대정읍 하모리 1864"
"7930","제주특별자치도 서귀포시 대정읍 하모리 2081"
"7931","제주특별자치도 서귀포시 대정읍 하모리 2082"
"7932","제주특별자치도 서귀포시 대정읍 하모리 13-1"
"7933","제주특별자치도 서귀포시 대정읍 하모리 301"
"7934","제주특별자치도 서귀포시 대정읍 하모리 286"
"7935","제주특별자치도 서귀포시 대정읍 하모리 370-1"
"7936","제주특별자치도 서귀포시 대정읍 하모리 374-1"
"7937","제주특별자치도 서귀포시 대정읍 하모리 492-1"
"7938","제주특별자치도 서귀포시 대정읍 하모리 520-1"
"7939","제주특별자치도 서귀포시 대정읍 하모리 1996-1"
"7940","제주특별자치도 서귀포시 대정읍 하모리 2088-1"
"7941","제주특별자치도 서귀포시 대정읍 하모리 1810-4"
"7942","제주특별자치도 서귀포시 대정읍 하모리 1837"
"7943","제주특별자치도 서귀포시 대정읍 하모리 1687-2"
"7944","제주특별자치도 서귀포시 대정읍 하모리 1689"
"7945","제주특별자치도 서귀포시 대정읍 하모리 76"
"7946","제주특별자치도 서귀포시 대정읍 하모리 442"
"7947","제주특별자치도 서귀포시 대정읍 하모리 34"
"7948","제주특별자치도 서귀포시 대정읍 하모리 253"
"7949","제주특별자치도 서귀포시 대정읍 하모리 2065"
"7950","제주특별자치도 서귀포시 대정읍 하모리 1761-1"
"7951","제주특별자치도 서귀포시 대정읍 하모리 1285-1"
"7952","제주특별자치도 서귀포시 대정읍 하모리 680"
"7953","제주특별자치도 서귀포시 대정읍 하모리 637-3"
"7954","제주특별자치도 서귀포시 대정읍 하모리 413-6"
"7955","제주특별자치도 서귀포시 대정읍 하모리 388-3"
"7956","제주특별자치도 서귀포시 대정읍 하모리 350"
"7957","제주특별자치도 서귀포시 대정읍 하모리 295-1"
"7958","제주특별자치도 서귀포시 대정읍 하모리 22"
"7959","제주특별자치도 서귀포시 대정읍 하모리 12-3"
"7960","제주특별자치도 서귀포시 대정읍 하모리 1588"
"7961","제주특별자치도 서귀포시 대정읍 하모리 1591"
"7962","제주특별자치도 서귀포시 대정읍 하모리 1337-1"
"7963","제주특별자치도 서귀포시 대정읍 하모리 1722-1"
"7964","제주특별자치도 서귀포시 대정읍 하모리 1199"
"7965","제주특별자치도 서귀포시 대정읍 하모리 1651"
"7966","제주특별자치도 서귀포시 대정읍 하모리 1754"
"7967","제주특별자치도 서귀포시 대정읍 안성리 953"
"7968","제주특별자치도 서귀포시 대정읍 안성리 207"
"7969","제주특별자치도 서귀포시 대정읍 안성리 1320-2"
"7970","제주특별자치도 서귀포시 대정읍 안성리 1757-1"
"7971","제주특별자치도 서귀포시 대정읍 안성리 1799"
"7972","제주특별자치도 서귀포시 대정읍 안성리 1775-5"
"7973","제주특별자치도 서귀포시 대정읍 안성리 1685"
"7974","제주특별자치도 서귀포시 대정읍 안성리 1738"
"7975","제주특별자치도 서귀포시 대정읍 안성리 1790-1"
"7976","제주특별자치도 서귀포시 대정읍 안성리 810"
"7977","제주특별자치도 서귀포시 대정읍 안성리 812"
"7978","제주특별자치도 서귀포시 대정읍 안성리 1913"
"7979","제주특별자치도 서귀포시 대정읍 안성리 785"
"7980","제주특별자치도 서귀포시 대정읍 안성리 1969-2"
"7981","제주특별자치도 서귀포시 대정읍 안성리 1970-3"
"7982","제주특별자치도 서귀포시 대정읍 안성리 935-2"
"7983","제주특별자치도 서귀포시 대정읍 안성리 1732"
"7984","제주특별자치도 서귀포시 대정읍 안성리 1022"
"7985","제주특별자치도 서귀포시 대정읍 안성리 1065"
"7986","제주특별자치도 서귀포시 대정읍 안성리 1064"
"7987","제주특별자치도 서귀포시 대정읍 안성리 1066-1"
"7988","제주특별자치도 서귀포시 대정읍 안성리 1983-1"
"7989","제주특별자치도 서귀포시 대정읍 안성리 932-1"
"7990","제주특별자치도 서귀포시 대정읍 안성리 1858-1"
"7991","제주특별자치도 서귀포시 대정읍 안성리 1858-3"
"7992","제주특별자치도 서귀포시 대정읍 안성리 1858-4"
"7993","제주특별자치도 서귀포시 대정읍 안성리 1858-5"
"7994","제주특별자치도 서귀포시 대정읍 안성리 1882"
"7995","제주특별자치도 서귀포시 대정읍 안성리 62"
"7996","제주특별자치도 서귀포시 대정읍 안성리 73"
"7997","제주특별자치도 서귀포시 대정읍 안성리 14"
"7998","제주특별자치도 서귀포시 대정읍 안성리 1234"
"7999","제주특별자치도 서귀포시 대정읍 안성리 656-2"
"8000","제주특별자치도 서귀포시 대정읍 안성리 656-4"
"8001","제주특별자치도 서귀포시 대정읍 안성리 446"
"8002","제주특별자치도 서귀포시 대정읍 안성리 1422"
"8003","제주특별자치도 서귀포시 대정읍 안성리 2015-6"
"8004","제주특별자치도 서귀포시 대정읍 안성리 1733"
"8005","제주특별자치도 서귀포시 대정읍 안성리 724"
"8006","제주특별자치도 서귀포시 대정읍 안성리 300"
"8007","제주특별자치도 서귀포시 대정읍 안성리 1191-2"
"8008","제주특별자치도 서귀포시 대정읍 안성리 1965"
"8009","제주특별자치도 서귀포시 대정읍 안성리 912"
"8010","제주특별자치도 서귀포시 대정읍 안성리 237"
"8011","제주특별자치도 서귀포시 대정읍 안성리 246"
"8012","제주특별자치도 서귀포시 대정읍 안성리 1418-2"
"8013","제주특별자치도 서귀포시 대정읍 안성리 1749"
"8014","제주특별자치도 서귀포시 대정읍 안성리 1783-1"
"8015","제주특별자치도 서귀포시 대정읍 안성리 1693"
"8016","제주특별자치도 서귀포시 대정읍 안성리 1968"
"8017","제주특별자치도 서귀포시 대정읍 안성리 701-1"
"8018","제주특별자치도 서귀포시 대정읍 안성리 380"
"8019","제주특별자치도 서귀포시 대정읍 안성리 1690-1"
"8020","제주특별자치도 서귀포시 대정읍 안성리 88-1"
"8021","제주특별자치도 서귀포시 대정읍 안성리 491"
"8022","제주특별자치도 서귀포시 대정읍 안성리 497"
"8023","제주특별자치도 서귀포시 대정읍 안성리 488"
